0.4     0.96
0.96    0.1536
0.1536  0.52
0.52    0.998
0.998   0.0064
0.0064  0.0255
0.0255  0.0993
0.0993  0.358
0.358   0.919
0.919   0.298
0.298   0.837
0.837   0.547
0.547   0.991
0.991   0.035
0.035   0.135
0.135   0.466
0.466   0.995
0.995   0.018
0.018   0.071
