0.02    2.3616580877156013E-6
0.04    4.905328479062887E-6
0.06    7.63388544103294E-6
0.08    1.0549195996051308E-5
0.1     1.365200346170603E-5
0.12    1.6941813567622477E-5
0.14    2.0416785663862624E-5
0.16    2.4073631799098605E-5
0.18    2.7907526665482685E-5
0.2     3.191203157057454E-5
0.22    3.607903568450532E-5
0.24    4.0398717803730166E-5
0.26    4.485953175839552E-5
0.28    4.944821834926283E-5
0.3     5.414984632168274E-5
0.32    5.8947884366389314E-5
0.34    6.382430546716944E-5
0.36    6.875972411676812E-5
0.38    7.373356599033043E-5
0.4     7.872426864452553E-5
0.42    8.370951071434707E-5
0.44    8.866646596578098E-5
0.46    9.357207747351381E-5
0.48    9.840334617883251E-5
0.5     1.0313762721853026E-4
0.52    1.0775292673559367E-4
0.54    1.1222819145872975E-4
0.56    1.1654358320040137E-4
0.58    1.2068073060894635E-4
0.6     1.2462295103143894E-4
0.62    1.2835543619538203E-4
0.64    1.3186539657045193E-4
0.66    1.3514216069010487E-4
0.68    1.3817722731451765E-4
0.7     1.4096427004794965E-4
0.72    1.4349909576866215E-4
0.74    1.4577955991768032E-4
0.76    1.4780544322046119E-4
0.78    1.4957829570594328E-4
0.8     1.511012548773838E-4
0.82    1.523788455238817E-4
0.84    1.5341676893054768E-4
0.86    1.5422168913192813E-4
0.88    1.5480102339959778E-4
0.9     1.551627433901137E-4
0.92    1.5531519237199642E-4
0.94    1.5526692277467724E-4
0.96    1.550265570267051E-4
0.98    1.5460267335798417E-4
1.0     1.5400371700391435E-4
1.02    1.5323793612487258E-4
1.04    1.523133407913546E-4
1.06    1.5123768261615655E-4
1.08    1.5001845205964148E-4
1.1     1.4866289009052291E-4
1.12    1.4717801074737302E-4
1.14    1.4557063118625369E-4
1.16    1.4384740600359436E-4
1.18    1.4201486293796695E-4
1.2     1.4007943746463525E-4
1.22    1.3804750425472356E-4
1.24    1.3592540395090946E-4
1.26    1.3371946418727632E-4
1.28    1.314360142262716E-4
1.3     1.290813929891721E-4
1.32    1.2666195059884977E-4
1.34    1.2418404383851556E-4
1.36    1.2165402614805476E-4
1.38    1.190782329300033E-4
1.4     1.1646296304113068E-4
1.42    1.1381445737967955E-4
1.44    1.1113887548652723E-4
1.46    1.0844227103468107E-4
1.48    1.0573056702056771E-4
1.5     1.0300953138397961E-4
1.52    1.0028475368228928E-4
1.54    9.756162334717544E-5
1.56    9.48453099357538E-5
1.58    9.21407456937473E-5
1.6     8.945261064252641E-5
1.62    8.678532032047048E-5
1.64    8.414301622383658E-5
1.66    8.152955892726244E-5
1.68    7.894852380585515E-5
1.7     7.640319923574168E-5
1.72    7.389658711043356E-5
1.74    7.143140548859783E-5
1.76    6.901009316628848E-5
1.78    6.663481595936549E-5
1.8     6.430747447716545E-5
1.82    6.202971316726646E-5
1.84    5.9802930421737344E-5
1.86    5.762828953959076E-5
1.88    5.550673035548126E-5
1.9     5.343898135667935E-5
1.92    5.1425572125674E-5
1.94    4.946684596129902E-5
1.96    4.756297254704389E-5
1.98    4.5713960551418964E-5
2.0     4.391967005934472E-5
