0.01    -0.10336023212889915

0.02    -0.10684434309834548

0.03    -0.11045765530904111

0.04    -0.11420577263782947

0.05    -0.11809459905937723

0.06    -0.12213035877534813

0.07    -0.12631961799581654

0.08    -0.13066930853377356

0.09    -0.13518675339172626

0.1     -0.1398796945398745

0.11    -0.1447563231085087

0.12    -0.14982531224349754

0.13    -0.15509585290348957

0.14    -0.16057769291126608

0.15    -0.16628117961018632

0.16    -0.17221730652058756

0.17    -0.17839776444120758

0.18    -0.18483499749819637

0.19    -0.1915422647102783

0.2     -0.19853370771452913

0.21    -0.20582442538472928

0.22    -0.21343055617534393

0.23    -0.2213693691412517

0.24    -0.2296593647192525

0.25    -0.23832038651556275

0.26    -0.2473737455280797

0.27    -0.25684235844815534

0.28    -0.26675090194000606

0.29    -0.2771259850940466

0.3     -0.2879963426023439

0.31    -0.29939305162102076

0.32    -0.31134977577930856

0.33    -0.3239030403847189

0.34    -0.33709254357914104

0.35    -0.3509615090472976

0.36    -0.365557086899064

0.37    -0.3809308105810828

0.38    -0.39713911917188494

0.39    -0.414243956243074

0.4     -0.43231345870957155

0.41    -0.45142275185032216

0.42    -0.47165487009376633

0.43    -0.4931018274070454

0.44    -0.5158658664357878

0.45    -0.5400609222168389

0.46    -0.5658143447325027

0.47    -0.5932689353294879

0.48    -0.6225853658117448

0.49    -0.653945066813834

0.5     -0.6875536952106509

0.51    -0.72364532067015

0.52    -0.7624875115866125

0.53    -0.8043875541746742

0.54    -0.8497001106310538

0.55    -0.8988367204362151

0.56    -0.9522776839531637

0.57    -1.010587055586248

0.58    -1.074431739066381

0.59    -1.144606056814203

0.6     -1.2220637160401604

0.61    -1.3079599067726466

0.62    -1.4037074873866964

0.63    -1.5110530823360024

0.64    -1.632181841912198

0.65    -1.769864302244045

0.66    -1.9276665011683272

0.67    -2.110257594585336

0.68    -2.3238721807457203

0.69    -2.5770264095622437

0.7     -2.8816667683713946

0.71    -3.255090678776343

0.72    -3.7233201101724127

0.73    -4.327395595184427

0.74    -5.136036799272614

0.75    -6.273703784188531

0.76    -7.991457116083807

0.77    -10.88258777752604

0.78    -16.76391956280111

0.79    -35.032185474815144

0.8     -394.18391179004146

0.81    -7.155897600568761E14

0.82    -2.7601551762403625E210

0.83    -Infinity

0.84    -Infinity

0.85    -Infinity

0.86    -Infinity

0.87    -Infinity

0.88    -Infinity

0.89    -Infinity

0.9     -Infinity

0.91    -Infinity

0.92    -Infinity

0.93    -Infinity

0.94    -Infinity

0.95    -Infinity

0.96    -Infinity

0.97    -Infinity

0.98    -Infinity

0.99    -Infinity

1.0     -Infinity

1.01    -Infinity

1.02    -Infinity

1.03    -Infinity

1.04    -Infinity

1.05    -Infinity

1.06    -Infinity

1.07    -Infinity

1.08    -Infinity

1.09    -Infinity

1.1     -Infinity

1.11    -Infinity

1.12    -Infinity

1.13    -Infinity

1.14    -Infinity

1.15    -Infinity

1.16    -Infinity

1.17    -Infinity

1.18    -Infinity

1.19    -Infinity

1.2     -Infinity

1.21    -Infinity

1.22    -Infinity

1.23    -Infinity

1.24    -Infinity

1.25    -Infinity

1.26    -Infinity

1.27    -Infinity

1.28    -Infinity

1.29    -Infinity

1.3     -Infinity

1.31    -Infinity

1.32    -Infinity

1.33    -Infinity

1.34    -Infinity

1.35    -Infinity

1.36    -Infinity

1.37    -Infinity

1.38    -Infinity

1.39    -Infinity

1.4     -Infinity

1.41    -Infinity

1.42    -Infinity

1.43    -Infinity

1.44    -Infinity

1.45    -Infinity

1.46    -Infinity

1.47    -Infinity

1.48    -Infinity

1.49    -Infinity

1.5     -Infinity

1.51    -Infinity

1.52    -Infinity

1.53    -Infinity

1.54    -Infinity

1.55    -Infinity

1.56    -Infinity

1.57    -Infinity

1.58    -Infinity

1.59    -Infinity

1.6     -Infinity

1.61    -Infinity

1.62    -Infinity

1.63    -Infinity

1.64    -Infinity

1.65    -Infinity

1.66    -Infinity

1.67    -Infinity

1.68    -Infinity

1.69    -Infinity

1.7     -Infinity

1.71    -Infinity

1.72    -Infinity

1.73    -Infinity

1.74    -Infinity

1.75    -Infinity

1.76    -Infinity

1.77    -Infinity

1.78    -Infinity

1.79    -Infinity

1.8     -Infinity

1.81    -Infinity

1.82    -Infinity

1.83    -Infinity

1.84    -Infinity

1.85    -Infinity

1.86    -Infinity

1.87    -Infinity

1.88    -Infinity

1.89    -Infinity

1.9     -Infinity

1.91    -Infinity

1.92    -Infinity

1.93    -Infinity

1.94    -Infinity

1.95    -Infinity

1.96    -Infinity

1.97    -Infinity

1.98    -Infinity

1.99    -Infinity

2.0     -Infinity
